timestamp, lastLatitude, lastLongitude, lastAccelerometerValues[0], lastAccelerometerValues[1], lastAccelerometerValues[2], lastGyroscopeValues[0], lastGyroscopeValues[1], lastGyroscopeValues[2], lastMagnetometerValues[0], lastMagnetometerValues[1], lastMagnetometerValues[2], label
331559964747016, 33.8245415, -84.3678411, -0.6394702, 9.687855, -0.488584, -0.0030306827, -0.0064297593, -0.04935814, -11.791487, -43.74742, -27.268757, move
331559984942105, 33.8245415, -84.3678411, 4.8906302, 0.27303225, 47.45971, -0.0030306827, -0.0064297593, -0.04935814, -11.791487, -43.74742, -27.268757, move
331560005137178, 33.8245415, -84.3678411, -9.0891, 9.096285, -24.94413, -0.0030306827, -0.0064297593, -0.04935814, -11.791487, -43.74742, -27.268757, move
331560025332264, 33.8245415, -84.3678411, 0.9268726, 8.293953, -3.2620168, -0.0030306827, -0.0064297593, -0.04935814, -11.791487, -43.74742, -27.268757, move
331560025332264, 33.8245415, -84.3678411, 0.9268726, 8.293953, -3.2620168, 0.36714873, 3.4865725, 1.3141804, -11.791487, -43.74742, -27.268757, move
331560045645814, 33.8245415, -84.3678411, 9.10347, -0.3161426, 34.59127, 0.36714873, 3.4865725, 1.3141804, -11.791487, -43.74742, -27.268757, move
331560065864823, 33.8245415, -84.3678411, -10.360855, 11.357183, -11.115286, 0.36714873, 3.4865725, 1.3141804, -11.791487, -43.74742, -27.268757, move
331560045645814, 33.8245415, -84.3678411, -10.360855, 11.357183, -11.115286, 1.1980549, 2.3904152, 0.7181649, -11.791487, -43.74742, -27.268757, move
331560065864823, 33.8245415, -84.3678411, -10.360855, 11.357183, -11.115286, 0.8593009, -1.373164, -0.9819972, -11.791487, -43.74742, -27.268757, move
331560065864822, 33.8245415, -84.3678411, -10.360855, 11.357183, -11.115286, 0.8593009, -1.373164, -0.9819972, 20.208513, -32.37242, -28.831257, move
331560086083838, 33.8245415, -84.3678411, 0.32332766, 3.6763551, 19.054777, 0.8593009, -1.373164, -0.9819972, 20.208513, -32.37242, -28.831257, move
331560086083838, 33.8245415, -84.3678411, 0.32332766, 3.6763551, 19.054777, -1.2483249, -0.11135831, 0.25956854, 20.208513, -32.37242, -28.831257, move
331560086083838, 33.8245415, -84.3678411, 0.32332766, 3.6763551, 19.054777, -1.2483249, -0.11135831, 0.25956854, 19.458513, -31.622421, -29.268757, move
331560106302846, 33.8245415, -84.3678411, 1.8800904, 6.591094, 2.2489235, -1.2483249, -0.11135831, 0.25956854, 19.458513, -31.622421, -29.268757, move
331560106302846, 33.8245415, -84.3678411, 1.8800904, 6.591094, 2.2489235, 0.5056331, -0.21042791, 0.4177603, 19.458513, -31.622421, -29.268757, move
331560106302846, 33.8245415, -84.3678411, 1.8800904, 6.591094, 2.2489235, 0.5056331, -0.21042791, 0.4177603, 19.458513, -31.997421, -29.331257, move
331560126521854, 33.8245415, -84.3678411, 3.5637891, 6.1456203, 15.2538805, 0.5056331, -0.21042791, 0.4177603, 19.458513, -31.997421, -29.331257, move
331560126521854, 33.8245415, -84.3678411, 3.5637891, 6.1456203, 15.2538805, -0.3039679, 0.085715614, 0.23826326, 19.458513, -31.997421, -29.331257, move
331560126521854, 33.8245415, -84.3678411, 3.5637891, 6.1456203, 15.2538805, -0.3039679, 0.085715614, 0.23826326, 19.146013, -30.497421, -29.706257, move
331560146813233, 33.8245415, -84.3678411, -2.2249732, 5.319339, 3.408113, -0.3039679, 0.085715614, 0.23826326, 19.146013, -30.497421, -29.706257, move
331560146813233, 33.8245415, -84.3678411, -2.2249732, 5.319339, 3.408113, 0.31974444, 0.07133455, -0.20968044, 19.146013, -30.497421, -29.706257, move
331560146813233, 33.8245415, -84.3678411, -2.2249732, 5.319339, 3.408113, 0.31974444, 0.07133455, -0.20968044, 19.458513, -30.872421, -29.331257, move
331560167046745, 33.8245415, -84.3678411, 1.336421, 1.7172291, 6.6916847, 0.31974444, 0.07133455, -0.20968044, 19.458513, -30.872421, -29.331257, move
331560167046745, 33.8245415, -84.3678411, 1.336421, 1.7172291, 6.6916847, -0.1553635, -0.5044409, -0.08291397, 19.458513, -30.872421, -29.331257, move
331560167046745, 33.8245415, -84.3678411, 1.336421, 1.7172291, 6.6916847, -0.1553635, -0.5044409, -0.08291397, 19.833513, -30.872421, -28.956257, move
331560187280257, 33.8245415, -84.3678411, -0.27303225, 12.71995, 7.2401443, -0.1553635, -0.5044409, -0.08291397, 19.833513, -30.872421, -28.956257, move
331560187280257, 33.8245415, -84.3678411, -0.27303225, 12.71995, 7.2401443, 0.5248079, 0.109684065, 0.047580928, 19.833513, -30.872421, -28.956257, move
331560187280257, 33.8245415, -84.3678411, -0.27303225, 12.71995, 7.2401443, 0.5248079, 0.109684065, 0.047580928, 19.458513, -31.997421, -30.143757, move
331560207513777, 33.8245415, -84.3678411, -2.2752686, 7.800579, -8.47837, 0.5248079, 0.109684065, 0.047580928, 19.458513, -31.997421, -30.143757, move
331560207513777, 33.8245415, -84.3678411, -2.2752686, 7.800579, -8.47837, 0.2579591, -0.28180063, 0.18819584, 19.458513, -31.997421, -30.143757, move
331560207513777, 33.8245415, -84.3678411, -2.2752686, 7.800579, -8.47837, 0.2579591, -0.28180063, 0.18819584, 18.396013, -31.622421, -29.393757, move
331560227747281, 33.8245415, -84.3678411, 7.2521195, -1.0657837, 27.224188, 0.2579591, -0.28180063, 0.18819584, 18.396013, -31.622421, -29.393757, move
331560227747281, 33.8245415, -84.3678411, 7.2521195, -1.0657837, 27.224188, -1.2738912, 0.31900853, 0.561571, 18.396013, -31.622421, -29.393757, move
331560227747281, 33.8245415, -84.3678411, 7.2521195, -1.0657837, 27.224188, -1.2738912, 0.31900853, 0.561571, 19.458513, -29.434921, -29.768757, move
331560247941489, 33.8245415, -84.3678411, -2.8357031, 10.538086, 0.9436377, -1.2738912, 0.31900853, 0.561571, 19.458513, -29.434921, -29.768757, move
331560247941489, 33.8245415, -84.3678411, -2.8357031, 10.538086, 0.9436377, 0.91895574, 0.20342734, -0.27892262, 19.458513, -29.434921, -29.768757, move
331560247941489, 33.8245415, -84.3678411, -2.8357031, 10.538086, 0.9436377, 0.91895574, 0.20342734, -0.27892262, 18.771013, -30.872421, -29.831257, move
331560268170273, 33.8245415, -84.3678411, -1.3699512, 5.518125, 8.449629, 0.91895574, 0.20342734, -0.27892262, 18.771013, -30.872421, -29.831257, move
331560268170273, 33.8245415, -84.3678411, -1.3699512, 5.518125, 8.449629, -0.33059952, -0.4266766, -0.1478951, 18.771013, -30.872421, -29.831257, move
331560268170273, 33.8245415, -84.3678411, -1.3699512, 5.518125, 8.449629, -0.33059952, -0.4266766, -0.1478951, 18.771013, -31.997421, -29.831257, move
331560288399073, 33.8245415, -84.3678411, 2.3902297, 5.688172, 9.970467, -0.33059952, -0.4266766, -0.1478951, 18.771013, -31.997421, -29.831257, move
331560288399073, 33.8245415, -84.3678411, 2.3902297, 5.688172, 9.970467, 0.053428333, -0.18166576, 0.1562379, 18.771013, -31.997421, -29.831257, move
331560288399073, 33.8245415, -84.3678411, 2.3902297, 5.688172, 9.970467, 0.053428333, -0.18166576, 0.1562379, 19.146013, -31.247421, -29.456257, move
331560308627873, 33.8245415, -84.3678411, -1.7531544, 6.7779055, 4.993616, 0.053428333, -0.18166576, 0.1562379, 19.146013, -31.247421, -29.456257, move
331560308627873, 33.8245415, -84.3678411, -1.7531544, 6.7779055, 4.993616, 0.101897866, 0.029789232, -0.101023465, 19.146013, -31.247421, -29.456257, move
331560308627873, 33.8245415, -84.3678411, -1.7531544, 6.7779055, 4.993616, 0.101897866, 0.029789232, -0.101023465, 19.521013, -31.247421, -30.268757, move
331560328856673, 33.8245415, -84.3678411, 0.17244141, 7.7215433, 7.206614, 0.101897866, 0.029789232, -0.101023465, 19.521013, -31.247421, -30.268757, move
331560328856673, 33.8245415, -84.3678411, 0.17244141, 7.7215433, 7.206614, 0.009219859, -0.2945838, -0.0014212403, 19.521013, -31.247421, -30.268757, move
331560328856673, 33.8245415, -84.3678411, 0.17244141, 7.7215433, 7.206614, 0.009219859, -0.2945838, -0.0014212403, 18.771013, -30.497421, -30.268757, move
331560349074817, 33.8245415, -84.3678411, 0.21794678, 7.7502837, 8.6627865, 0.009219859, -0.2945838, -0.0014212403, 18.771013, -30.497421, -30.268757, move
