timestamp, lastLatitude, lastLongitude, lastAccelerometerValues[0], lastAccelerometerValues[1], lastAccelerometerValues[2], lastGyroscopeValues[0], lastGyroscopeValues[1], lastGyroscopeValues[2], lastMagnetometerValues[0], lastMagnetometerValues[1], lastMagnetometerValues[2], label
155520978640889, 0.0, 0.0, -0.11496094, 1.8920655, 9.673484, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, stop
155520998779674, 0.0, 0.0, 0.026345216, 1.590293, 9.699829, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, stop
155521018918443, 0.0, 0.0, -0.05508545, 1.5471827, 9.527389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, stop
155521039408925, 0.0, 0.0, 0.081430666, 1.6381935, 9.371712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, stop
155521059599374, 0.0, 0.0, 0.17962648, 1.6310084, 9.5489435, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, stop
155521039408925, 0.0, 0.0, 0.17962648, 1.6310084, 9.5489435, -0.013325451, -0.017891377, 0.032950483, 0.0, 0.0, 0.0, stop
155521059599374, 0.0, 0.0, 0.17962648, 1.6310084, 9.5489435, -0.015455982, -0.008303996, 0.032950483, 0.0, 0.0, 0.0, stop
155521059599373, 0.0, 0.0, 0.17962648, 1.6310084, 9.5489435, -0.015455982, -0.008303996, 0.032950483, 6.282398, -35.155575, -38.938507, stop
155521079789837, 0.0, 0.0, 0.043110352, 1.6549586, 9.939331, -0.015455982, -0.008303996, 0.032950483, 6.282398, -35.155575, -38.938507, stop
155521079789837, 0.0, 0.0, 0.043110352, 1.6549586, 9.939331, -0.014390716, 0.0119360285, 0.019102044, 6.282398, -35.155575, -38.938507, stop
155521079789837, 0.0, 0.0, 0.043110352, 1.6549586, 9.939331, -0.014390716, 0.0119360285, 0.019102044, 6.657398, -34.405575, -39.001007, stop
155521099980301, 0.0, 0.0, -0.0047900393, 1.6741188, 9.884246, -0.014390716, 0.0119360285, 0.019102044, 6.657398, -34.405575, -39.001007, stop
155521099980301, 0.0, 0.0, -0.0047900393, 1.6741188, 9.884246, 0.024491437, 0.0119360285, 0.026558895, 6.657398, -34.405575, -39.001007, stop
155521099980301, 0.0, 0.0, -0.0047900393, 1.6741188, 9.884246, 0.024491437, 0.0119360285, 0.026558895, 7.032398, -35.155575, -40.688507, stop
155521120170749, 0.0, 0.0, -0.043110352, 1.6884888, 9.707015, 0.024491437, 0.0119360285, 0.026558895, 7.032398, -35.155575, -40.688507, stop
155521120170749, 0.0, 0.0, -0.043110352, 1.6884888, 9.707015, 0.05591674, 0.020990778, 0.03454838, 7.032398, -35.155575, -40.688507, stop
155521120170749, 0.0, 0.0, -0.043110352, 1.6884888, 9.707015, 0.05591674, 0.020990778, 0.03454838, 6.657398, -34.780575, -39.001007, stop
155521140526359, 0.0, 0.0, 0.011975098, 1.7723145, 9.584868, 0.05591674, 0.020990778, 0.03454838, 6.657398, -34.780575, -39.001007, stop
155521140526359, 0.0, 0.0, 0.011975098, 1.7723145, 9.584868, 0.039405137, -0.010434525, 0.035613645, 6.657398, -34.780575, -39.001007, stop
155521140526359, 0.0, 0.0, 0.011975098, 1.7723145, 9.584868, 0.039405137, -0.010434525, 0.035613645, 6.657398, -34.780575, -39.063507, stop
155521160744735, 0.0, 0.0, 0.10777588, 1.7363893, 9.479487, 0.039405137, -0.010434525, 0.035613645, 6.657398, -34.780575, -39.063507, stop
155521160744735, 0.0, 0.0, 0.10777588, 1.7363893, 9.479487, 0.012240895, -0.012032422, 0.025493631, 6.657398, -34.780575, -39.063507, stop
155521160744735, 0.0, 0.0, 0.10777588, 1.7363893, 9.479487, 0.012240895, -0.012032422, 0.025493631, 8.907398, -34.780575, -39.438507, stop
155521180963103, 0.0, 0.0, -0.040715333, 1.6932789, 9.536968, 0.012240895, -0.012032422, 0.025493631, 8.907398, -34.780575, -39.438507, stop
155521180963103, 0.0, 0.0, -0.040715333, 1.6932789, 9.536968, 0.010110366, 0.003946545, 0.013775721, 8.907398, -34.780575, -39.438507, stop
155521180963103, 0.0, 0.0, -0.040715333, 1.6932789, 9.536968, 0.010110366, 0.003946545, 0.013775721, 6.344898, -35.155575, -39.063507, stop
155521201181487, 0.0, 0.0, -0.026345216, 1.7411792, 9.527389, 0.010110366, 0.003946545, 0.013775721, 6.344898, -35.155575, -39.063507, stop
155521201181487, 0.0, 0.0, -0.026345216, 1.7411792, 9.527389, 0.01809985, -0.010434525, 0.023363102, 6.344898, -35.155575, -39.063507, stop
155521201181487, 0.0, 0.0, -0.026345216, 1.7411792, 9.527389, 0.01809985, -0.010434525, 0.023363102, 5.594898, -35.530575, -37.001007, stop
155521221399855, 0.0, 0.0, 0.009580079, 1.7627344, 9.699829, 0.01809985, -0.010434525, 0.023363102, 5.594898, -35.530575, -37.001007, stop
155521221399855, 0.0, 0.0, 0.009580079, 1.7627344, 9.699829, -0.0016075429, -0.0056408355, 0.024428366, 5.594898, -35.530575, -37.001007, stop
155521221399855, 0.0, 0.0, 0.009580079, 1.7627344, 9.699829, -0.0016075429, -0.0056408355, 0.024428366, 6.344898, -35.155575, -38.251007, stop
155521241727423, 0.0, 0.0, -0.023950197, 1.7387843, 9.972861, -0.0016075429, -0.0056408355, 0.024428366, 6.344898, -35.155575, -38.251007, stop
155521241727423, 0.0, 0.0, -0.023950197, 1.7387843, 9.972861, -0.0058686007, 0.03856764, 0.02283047, 6.344898, -35.155575, -38.251007, stop
155521241727423, 0.0, 0.0, -0.023950197, 1.7387843, 9.972861, -0.0058686007, 0.03856764, 0.02283047, 6.344898, -35.155575, -39.126007, stop
155521261957599, 0.0, 0.0, -0.05508545, 1.710044, 9.915381, -0.0058686007, 0.03856764, 0.02283047, 6.344898, -35.155575, -39.126007, stop
155521261957599, 0.0, 0.0, -0.05508545, 1.710044, 9.915381, 0.033013552, 0.020458143, 0.021232573, 6.344898, -35.155575, -39.126007, stop
155521261957599, 0.0, 0.0, -0.05508545, 1.710044, 9.915381, 0.033013552, 0.020458143, 0.021232573, 6.344898, -34.780575, -38.313507, stop
155521282187775, 0.0, 0.0, -0.117355965, 1.7124391, 9.568104, 0.033013552, 0.020458143, 0.021232573, 6.344898, -34.780575, -38.313507, stop
155521282187775, 0.0, 0.0, -0.117355965, 1.7124391, 9.568104, 0.044198826, -0.04239246, 0.023363102, 6.344898, -34.780575, -38.313507, stop
155521282187775, 0.0, 0.0, -0.117355965, 1.7124391, 9.568104, 0.044198826, -0.04239246, 0.023363102, 6.344898, -35.155575, -38.313507, stop
155521302417951, 0.0, 0.0, 0.050295413, 1.7411792, 9.671089, 0.044198826, -0.04239246, 0.023363102, 6.344898, -35.155575, -38.313507, stop
155521302417951, 0.0, 0.0, 0.050295413, 1.7411792, 9.671089, 0.008512469, -0.034402978, 0.033483114, 6.344898, -35.155575, -38.313507, stop
155521302417951, 0.0, 0.0, 0.050295413, 1.7411792, 9.671089, 0.008512469, -0.034402978, 0.033483114, 6.344898, -33.280575, -38.751007, stop
155521322648127, 0.0, 0.0, 0.026345216, 1.7699195, 9.568104, 0.008512469, -0.034402978, 0.033483114, 6.344898, -33.280575, -38.751007, stop
155521322648127, 0.0, 0.0, 0.026345216, 1.7699195, 9.568104, 0.0058493083, -0.06902407, 0.02283047, 6.344898, -33.280575, -38.751007, stop
155521322648127, 0.0, 0.0, 0.026345216, 1.7699195, 9.568104, 0.0058493083, -0.06902407, 0.02283047, 6.719898, -34.405575, -38.751007, stop
155521342877183, 0.0, 0.0, 0.15567628, 1.7172291, 9.204061, 0.0058493083, -0.06902407, 0.02283047, 6.719898, -34.405575, -38.751007, stop
155521342877183, 0.0, 0.0, 0.15567628, 1.7172291, 9.204061, 0.033546187, -0.056240898, 0.028156793, 6.719898, -34.405575, -38.751007, stop
155521342877183, 0.0, 0.0, 0.15567628, 1.7172291, 9.204061, 0.033546187, -0.056240898, 0.028156793, 6.344898, -34.780575, -38.313507, stop
155521363107263, 0.0, 0.0, 0.15088624, 1.7555494, 9.635164, 0.033546187, -0.056240898, 0.028156793, 6.344898, -34.780575, -38.313507, stop
155521363107263, 0.0, 0.0, 0.15088624, 1.7555494, 9.635164, 0.02502407, 0.016197085, 0.02762416, 6.344898, -34.780575, -38.313507, stop
155521363107263, 0.0, 0.0, 0.15088624, 1.7555494, 9.635164, 0.02502407, 0.016197085, 0.02762416, 6.719898, -35.530575, -39.188507, stop
155521383337343, 0.0, 0.0, 0.040715333, 1.8776954, 9.960887, 0.02502407, 0.016197085, 0.02762416, 6.719898, -35.530575, -39.188507, stop
155521383337343, 0.0, 0.0, 0.040715333, 1.8776954, 9.960887, 0.01809985, -0.043457724, 0.018036779, 6.719898, -35.530575, -39.188507, stop
155521383337343, 0.0, 0.0, 0.040715333, 1.8776954, 9.960887, 0.01809985, -0.043457724, 0.018036779, 5.969898, -35.155575, -37.938507, stop
155521403567455, 0.0, 0.0, 0.15088624, 1.7459693, 9.637559, 0.01809985, -0.043457724, 0.018036779, 5.969898, -35.155575, -37.938507, stop
155521403567455, 0.0, 0.0, 0.15088624, 1.7459693, 9.637559, 0.017567217, -0.048784047, 0.01590625, 5.969898, -35.155575, -37.938507, stop
