timestamp, lastLatitude, lastLongitude, lastAccelerometerValues[0], lastAccelerometerValues[1], lastAccelerometerValues[2], lastGyroscopeValues[0], lastGyroscopeValues[1], lastGyroscopeValues[2], lastMagnetometerValues[0], lastMagnetometerValues[1], lastMagnetometerValues[2], label
162951984227217, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, -0.2562671, 6.7946706, 5.6761966, -42.49307, -76.222664, -17.721436, move
162952004361522, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 1.0825489, 6.6126494, 4.687053, -42.49307, -76.222664, -17.721436, move
162952024495843, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, -0.8310718, 7.7862086, 8.416099, -42.49307, -76.222664, -17.721436, move
162952044970032, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.46463382, 7.3383403, 10.226734, -42.49307, -76.222664, -17.721436, move
162952065172993, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.9987232, 6.9024467, 3.515889, -42.49307, -76.222664, -17.721436, move
162952065172992, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.9987232, 6.9024467, 3.515889, -42.49307, -76.222664, -17.721436, move
162952065172992, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.9987232, 6.9024467, 3.515889, -7.3055687, -69.910164, -24.721436, move
162952085375952, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.20357667, 6.598279, 2.1315675, -7.3055687, -69.910164, -24.721436, move
162952085375952, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.20357667, 6.598279, 2.1315675, -7.3055687, -69.910164, -24.721436, move
162952085375952, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.20357667, 6.598279, 2.1315675, -6.5555687, -69.910164, -22.658936, move
162952105578912, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.26345217, 4.528982, 14.01805, -6.5555687, -69.910164, -22.658936, move
162952105578912, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.26345217, 4.528982, 14.01805, -6.5555687, -69.910164, -22.658936, move
162952105578912, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.26345217, 4.528982, 14.01805, -8.055569, -69.910164, -23.096436, move
162952125781856, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.51013917, 9.726174, 6.1647806, -8.055569, -69.910164, -23.096436, move
162952125781856, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.51013917, 9.726174, 6.1647806, -8.055569, -69.910164, -23.096436, move
162952125781856, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.51013917, 9.726174, 6.1647806, -6.9305687, -69.535164, -22.721436, move
162952145984816, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 2.4141798, 6.2917166, 10.935659, -6.9305687, -69.535164, -22.721436, move
162952145984816, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 2.4141798, 6.2917166, 10.935659, -6.9305687, -69.535164, -22.721436, move
162952145984816, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 2.4141798, 6.2917166, 10.935659, -6.9305687, -70.285164, -21.908936, move
162952166381291, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.9580079, 6.3779373, 6.133645, -6.9305687, -70.285164, -21.908936, move
162952166381291, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.9580079, 6.3779373, 6.133645, -6.9305687, -70.285164, -21.908936, move
162952166381291, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 0.9580079, 6.3779373, 6.133645, -7.6805687, -69.910164, -21.908936, move
162952186617739, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 1.4705421, 7.8580594, 6.6557593, -7.6805687, -69.910164, -21.908936, move
162952186617739, 33.8242087, -84.3681697, 0.0, 0.0, 0.0, 1.4705421, 7.8580594, 6.6557593, -7.6805687, -69.910164, -21.908936, move
