154505341521726, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23231691, -0.1460962, 9.412427, 0.0, 0.0, 0.0, stop
154505361707711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14849122, -0.12454102, 9.604029, 0.0, 0.0, 0.0, stop
154505381893824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19639161, -0.119750984, 9.968072, 0.0, 0.0, 0.0, stop
154505402079809, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20357667, -0.12933107, 9.587264, 0.0, 0.0, 0.0, stop
154505422268070, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19878663, -0.15088624, 9.687855, 0.0, 0.0, 0.0, stop
154505442452487, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17483643, -0.14130616, 9.82437, 0.0, 0.0, 0.0, stop
154505462636886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20357667, -0.14370118, 9.577683, 0.0, 0.0, 0.0, stop
154505482974583, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20357667, -0.14130616, 9.7812605, 0.0, 0.0, 0.0, stop
154505503188504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21315674, -0.13651612, 9.750125, 0.0, 0.0, 0.0, stop
154505503188503, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21315674, -0.13651612, 9.750125, 0.0, 0.0, 0.0, stop
154505503188503, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21315674, -0.13651612, 9.750125, 6.0694313, -1.3476639, -38.533936, stop
154505523402423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21315674, -0.16046631, 9.654325, 6.0694313, -1.3476639, -38.533936, stop
154505523402423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21315674, -0.16046631, 9.654325, 6.0694313, -1.3476639, -38.533936, stop
154505523402423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21315674, -0.16046631, 9.654325, 5.3194313, -1.3476639, -39.346436, stop
154505543616359, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21794678, -0.16765137, 9.77647, 5.3194313, -1.3476639, -39.346436, stop
154505543616359, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21794678, -0.16765137, 9.77647, 5.3194313, -1.3476639, -39.346436, stop
154505543616359, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21794678, -0.16765137, 9.77647, 6.0694313, -1.3476639, -37.783936, stop
154505563830279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20118165, -0.15567628, 9.697434, 6.0694313, -1.3476639, -37.783936, stop
154505563830279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20118165, -0.15567628, 9.697434, 6.0694313, -1.3476639, -37.783936, stop
154505563830279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20118165, -0.15567628, 9.697434, 7.1944313, -1.6601639, -37.846436, stop
154505584095499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20118165, -0.14130616, 9.649534, 7.1944313, -1.6601639, -37.846436, stop
154505584095499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20118165, -0.14130616, 9.649534, 7.1944313, -1.6601639, -37.846436, stop
154505584095499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20118165, -0.14130616, 9.649534, 6.4444313, -0.5976639, -37.846436, stop
154505604319219, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22752686, -0.17004639, 9.75252, 6.4444313, -0.5976639, -37.846436, stop
154505604319219, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22752686, -0.17004639, 9.75252, 6.4444313, -0.5976639, -37.846436, stop
154505604319219, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22752686, -0.17004639, 9.75252, 7.5694313, -1.3476639, -38.283936, stop
154505624542923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19160157, -0.15567628, 9.7142, 7.5694313, -1.3476639, -38.283936, stop
154505624542923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19160157, -0.15567628, 9.7142, 7.5694313, -1.3476639, -38.283936, stop
154505624542923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19160157, -0.15567628, 9.7142, 4.6319313, -0.22266388, -38.658936, stop
154505644766635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1939966, -0.17723145, 9.754915, 4.6319313, -0.22266388, -38.658936, stop
